doctor_id,facility_id,age
D5592,F0015,44
D5593,F0080,46
D5594,F0026,35
D5595,F0097,34
D5596,F0118,50
D5597,F0186,33
D5598,F0078,53
D5599,F0048,45
D5600,F0051,37
D5601,F0282,50
D5602,F0286,50
D5603,F0067,56
D5604,F0059,39
D5605,F0017,50
D5606,F0288,60
D5607,F0212,41
D5608,F0229,59
D5609,F0088,56
D5610,F0193,46
D5611,F0018,61
D5612,F0203,63
D5613,F0174,40
D5614,F0100,64
D5615,F0214,33
D5616,F0194,37
D5617,F0132,34
D5618,F0057,44
D5619,F0008,62
D5620,F0282,52
D5621,F0085,52
D5622,F0091,35
D5623,F0205,49
D5624,F0077,45
D5625,F0113,48
D5626,F0214,41
D5627,F0179,39
D5628,F0197,63
D5629,F0002,50
D5630,F0136,46
D5631,F0143,35
D5632,F0190,57
D5633,F0046,48
D5634,F0048,45
D5635,F0229,54
D5636,F0202,37
D5637,F0244,50
D5638,F0082,60
D5639,F0300,47
D5640,F0082,33
D5641,F0196,40
D5642,F0049,34
D5643,F0276,49
D5644,F0100,44
D5645,F0241,37
D5646,F0100,54
D5647,F0238,38
D5648,F0137,43
D5649,F0019,64
D5650,F0058,35
D5651,F0206,40
D5652,F0058,43
D5653,F0083,49
D5654,F0163,40
D5655,F0076,64
D5656,F0039,33
D5657,F0188,63
D5658,F0207,50
D5659,F0220,34
D5660,F0284,36
D5661,F0038,36
D5662,F0129,42
D5663,F0071,43
D5664,F0271,53
D5665,F0162,42
D5666,F0030,56
D5667,F0208,42
D5668,F0013,41
D5669,F0083,41
D5670,F0217,43
D5671,F0152,59
D5672,F0229,40
D5673,F0172,41
D5674,F0253,63
D5675,F0169,53
D5676,F0018,39
D5677,F0022,60
D5678,F0234,38
D5679,F0012,38
D5680,F0113,47
D5681,F0005,55
D5682,F0092,39
D5683,F0179,57
D5684,F0052,38
D5685,F0140,58
D5686,F0299,36
D5687,F0022,47
D5688,F0020,53
D5689,F0082,41
D5690,F0249,52
D5691,F0122,55
D5692,F0192,53
D5693,F0011,45
D5694,F0221,57
D5695,F0021,56
D5696,F0214,43
D5697,F0045,56
D5698,F0258,62
D5699,F0089,59
D5700,F0056,56
D5701,F0102,57
D5702,F0001,58
D5703,F0050,42
D5704,F0180,56
D5705,F0091,39
D5706,F0107,44
D5707,F0243,62
D5708,F0038,42
D5709,F0119,59
D5710,F0056,46
D5711,F0145,39
D5712,F0100,36
D5713,F0014,50
D5714,F0022,47
D5715,F0256,49
D5716,F0018,34
D5717,F0235,41
D5718,F0275,33
D5719,F0140,42
D5720,F0094,62
D5721,F0233,37
D5722,F0295,55
D5723,F0037,33
D5724,F0290,50
D5725,F0284,62
D5726,F0043,43
D5727,F0017,39
D5728,F0215,51
D5729,F0024,41
D5730,F0181,61
D5731,F0020,60
D5732,F0208,53
D5733,F0070,53
D5734,F0029,52
D5735,F0020,56
D5736,F0057,47
D5737,F0163,64
D5738,F0023,44
D5739,F0241,33
D5740,F0182,55
D5741,F0090,54
D5742,F0296,64
D5743,F0198,45
D5744,F0202,46
D5745,F0053,50
D5746,F0214,45
D5747,F0168,58
D5748,F0296,46
D5749,F0144,58
D5750,F0204,46
D5751,F0103,40
D5752,F0013,64
D5753,F0039,49
D5754,F0261,55
D5755,F0222,51
D5756,F0110,44
D5757,F0210,64
D5758,F0002,44
D5759,F0012,64
D5760,F0153,46
D5761,F0188,33
D5762,F0282,34
D5763,F0228,64
D5764,F0078,49
D5765,F0245,45
D5766,F0148,58
D5767,F0248,52
D5768,F0053,54
D5769,F0008,54
D5770,F0018,39
D5771,F0298,35
D5772,F0025,56
D5773,F0282,33
D5774,F0219,56
D5775,F0044,37
D5776,F0260,41
D5777,F0044,55
D5778,F0043,52
D5779,F0173,58
D5780,F0087,52
D5781,F0088,34
D5782,F0059,59
D5783,F0183,39
D5784,F0009,37
D5785,F0074,61
D5786,F0167,39
D5787,F0146,50
D5788,F0210,48
D5789,F0065,57
D5790,F0195,34
D5791,F0228,36
D5792,F0117,46
D5793,F0078,48
D5794,F0167,58
D5795,F0174,52
D5796,F0029,37
D5797,F0170,64
D5798,F0047,47
D5799,F0171,63
D5800,F0280,64
D5801,F0162,34
D5802,F0229,49
D5803,F0093,46
D5804,F0277,48
D5805,F0244,42
D5806,F0276,50
D5807,F0223,48
D5808,F0195,38
D5809,F0158,42
D5810,F0279,37
D5811,F0255,59
D5812,F0126,54
D5813,F0026,45
D5814,F0002,45
D5815,F0071,35
D5816,F0019,42
D5817,F0064,62
D5818,F0033,34
D5819,F0295,37
D5820,F0029,60
D5821,F0189,49
D5822,F0106,34
D5823,F0053,48
D5824,F0211,56
D5825,F0292,44
D5826,F0238,45
D5827,F0293,53
D5828,F0178,52
D5829,F0203,61
D5830,F0044,40
D5831,F0256,41
D5832,F0225,37
D5833,F0077,54
D5834,F0107,50
D5835,F0184,44
D5836,F0004,55
D5837,F0246,45
D5838,F0085,39
D5839,F0023,50
D5840,F0100,46
D5841,F0251,45
D5842,F0083,47
D5843,F0162,62
D5844,F0244,39
D5845,F0011,41
D5846,F0228,51
D5847,F0087,34
D5848,F0209,37
D5849,F0057,51
D5850,F0042,49
D5851,F0237,53
D5852,F0243,36
D5853,F0295,60
D5854,F0204,48
D5855,F0140,37
D5856,F0059,42
D5857,F0089,40
D5858,F0195,47
D5859,F0104,48
D5860,F0146,46
D5861,F0051,47
D5862,F0132,62
D5863,F0072,63
D5864,F0034,48
D5865,F0040,63
D5866,F0156,59
D5867,F0110,59
D5868,F0030,40
D5869,F0155,47
D5870,F0050,44
D5871,F0005,36
D5872,F0040,35
D5873,F0135,52
D5874,F0287,46
D5875,F0073,59
D5876,F0086,54
D5877,F0073,35
D5878,F0107,59
D5879,F0216,48
D5880,F0097,51
D5881,F0198,63
D5882,F0270,53
D5883,F0284,33
D5884,F0169,38
D5885,F0214,46
D5886,F0276,34
D5887,F0237,38
D5888,F0090,58
D5889,F0040,37
D5890,F0035,38
D5891,F0265,49
D5892,F0167,35
D5893,F0089,41
D5894,F0104,63
D5895,F0085,53
D5896,F0241,63
D5897,F0184,44
D5898,F0264,52
D5899,F0091,40
D5900,F0142,45
D5901,F0037,38
D5902,F0292,59
D5903,F0154,38
D5904,F0166,39
D5905,F0125,47
D5906,F0082,46
D5907,F0285,43
D5908,F0147,44
D5909,F0203,42
D5910,F0012,62
D5911,F0083,51
D5912,F0242,62
D5913,F0027,64
D5914,F0031,53
D5915,F0243,59
D5916,F0093,36
D5917,F0083,63
D5918,F0170,48
D5919,F0059,55
D5920,F0013,40
D5921,F0002,36
D5922,F0024,61
D5923,F0048,47
D5924,F0209,37
D5925,F0090,54
D5926,F0022,34
D5927,F0005,47
D5928,F0144,55
D5929,F0253,56
D5930,F0102,47
D5931,F0020,44
D5932,F0069,59
D5933,F0150,38
D5934,F0057,35
D5935,F0294,38
D5936,F0230,58
D5937,F0104,48
D5938,F0286,34
D5939,F0098,38
D5940,F0043,33
D5941,F0282,59
D5942,F0288,47
D5943,F0094,35
D5944,F0179,40
D5945,F0052,52
D5946,F0193,51
D5947,F0208,59
D5948,F0213,33
D5949,F0171,35
D5950,F0212,34
D5951,F0167,45
D5952,F0246,56
D5953,F0054,54
D5954,F0146,39
D5955,F0125,54
D5956,F0161,54
D5957,F0043,39
D5958,F0098,56
D5959,F0287,46
D5960,F0032,34
D5961,F0191,45
D5962,F0200,57
D5963,F0143,55
D5964,F0011,41
D5965,F0011,57
D5966,F0083,45
D5967,F0031,47
D5968,F0029,35
D5969,F0049,64
D5970,F0058,59
D5971,F0252,39
D5972,F0192,50
D5973,F0010,57
D5974,F0189,49
D5975,F0042,39
D5976,F0127,63
D5977,F0012,41
D5978,F0028,43
D5979,F0040,44
D5980,F0131,61
D5981,F0139,49
D5982,F0106,56
D5983,F0187,61
D5984,F0217,62
D5985,F0219,60
D5986,F0174,62
D5987,F0164,63
D5988,F0148,64
D5989,F0072,53
D5990,F0147,37
D5991,F0004,36
D5992,F0290,58
D5993,F0112,43
D5994,F0227,58
D5995,F0288,62
D5996,F0150,53
D5997,F0259,57
D5998,F0144,41
D5999,F0040,46
D6000,F0008,63
